id,breed_1,breed_2,breed_3,breed_4
sample_81,1.04884786680667e-05,0.999968235758658,2.12757623921446e-05,2.81463155196132e-13
sample_82,0.999213631258353,0.000118484402700186,0.00066787778810322,6.55084410144321e-09
sample_83,0.00716203226850846,0.00230053655773048,0.990537430541256,6.32504684524403e-10
sample_84,0.988098250254422,0.0113899051976184,0.000511844083815814,4.64144051288993e-10
sample_85,0.000153569192922316,0.999825399833411,2.1030972159555e-05,1.5073313441411e-12
sample_86,2.23284106631424e-05,0.999963438250726,1.42333380329697e-05,5.78108921691652e-13
sample_87,0.999935114828206,1.1672522015179e-05,5.31527237147916e-05,5.99260637348585e-08
sample_88,0.000461108829998347,0.999448731119003,9.01600483982735e-05,2.60049369287325e-12
sample_89,0.000321825385766319,9.80697016487114e-06,0.999668366413,1.2310687884722e-09
sample_90,0.000994184002794279,2.45410063646615e-05,0.998981273320955,1.66988556875991e-09
sample_91,0.00166565418751127,1.78148883184721e-05,0.99831652257047,8.35369985130005e-09
sample_92,6.77098886024925e-07,3.64060157106114e-10,1.21021191867459e-07,0.999999201515862
sample_93,0.999918507997675,1.18508154400776e-05,6.95471552495374e-05,9.4031635561752e-08
sample_94,0.99939211048637,0.000472588128620116,0.000135300813076768,5.71933488108093e-10
sample_95,0.000394899081893794,3.37540754570597e-05,0.999571346530803,3.11846361811512e-10
sample_96,0.000187716065738668,0.999779806902034,3.24770308923637e-05,1.33512126340061e-12
sample_97,0.997378063291915,0.00246126452822493,0.000160671819152925,3.60706806959372e-10
sample_98,0.999922883502778,1.15168820522845e-05,6.54346647904372e-05,1.64950378988419e-07
sample_99,0.999632390425586,0.000285344578508298,8.22644581870011e-05,5.37718729214518e-10
sample_100,0.999839652904026,1.30246672302669e-05,0.000146089732417927,1.2326963259291e-06
sample_101,0.000572148773978084,0.999199202632581,0.000228648589731393,3.70958998433231e-12
sample_102,7.09021562334361e-06,0.999961157573333,3.17522106431513e-05,4.00271348043617e-13
sample_103,0.996936523463595,4.24871589997237e-05,0.00302004244452843,9.46932876553067e-07
sample_104,0.00716354085830782,2.20915507981349e-05,0.992813888036749,4.79554145174187e-07
sample_105,0.997863614100082,4.71581936737537e-05,0.00208898679082866,2.40915415904154e-07
sample_106,8.15236057694791e-06,0.99996335775194,2.84898871901522e-05,2.92557993378055e-13
sample_107,4.36639887890918e-05,0.999883831024867,7.25049856806804e-05,6.63133021703778e-13
sample_108,0.000982043359630686,0.0195540656001686,0.979463890941662,9.85388451431043e-11
sample_109,9.34992066442526e-06,0.999877422328673,0.000113227750090588,5.71848475873168e-13
sample_110,0.000118411877432553,6.38780598626004e-05,0.999817710001796,6.09089670037802e-11
sample_111,0.000136606407474128,0.999834286357052,2.91072343918167e-05,1.0825622316786e-12
sample_112,0.985888007979408,0.00015822646615613,0.0139536019304183,1.63624017186411e-07
sample_113,0.000141207200301024,0.00148778999188887,0.998371002764108,4.37017738770012e-11
sample_114,0.00103651206222718,1.05318677370712e-05,0.998952940236825,1.58332109751357e-08
sample_115,0.962206418061265,0.0128572291369926,0.0249363491728541,3.62888802694047e-09
sample_116,0.000136435304790025,9.04863536739538e-06,0.999854515502837,5.57005619097104e-10
sample_117,3.91882696241585e-06,3.58255351817751e-09,6.15365035593838e-07,0.999995462225449
sample_118,0.99988500474217,4.4938062080052e-05,7.00549316767815e-05,2.26407367394785e-09
sample_119,0.999832521021815,1.29414278436099e-05,0.000153891390802972,6.46159538774075e-07
sample_120,7.84818466923402e-05,0.00012118391125598,0.999800334201527,4.05246083762149e-11
sample_121,0.00118210446010561,3.07698242210063e-05,0.998787124117972,1.59770155564657e-09
sample_122,2.51552863659743e-05,0.999476171414561,0.000498673297876516,1.19693370441453e-12
sample_123,0.996558050157418,0.00326044754996498,0.000181501932542657,3.60074106859708e-10
sample_124,1.80010735037178e-05,0.99996799188238,1.40070436200375e-05,4.95853836006062e-13
sample_125,0.000161558956573842,1.21293219703185e-05,0.999826311418689,3.0276626557853e-10
sample_126,0.990189147962547,0.00968094879386738,0.000129902944036854,2.99548673431132e-10
sample_127,0.0756677777965517,0.000277231766705318,0.924054931018055,5.94186880846602e-08
sample_128,0.000563185282583436,0.999131136899151,0.000305677814261903,4.00388998945492e-12
sample_129,0.000138142166216638,8.84681250498709e-06,0.999853010519429,5.01849696797006e-10
sample_130,0.000649547890017161,0.956557289097457,0.0427931629851991,2.73269297077803e-11
sample_131,7.22045774480932e-05,0.999763052395477,0.000164743025980055,1.09494725801158e-12
sample_132,0.993815033880871,0.000250782393365312,0.00593415963336041,2.4092402999254e-08
sample_133,0.000456168546164924,0.00384839017713667,0.99569544120995,6.67481429239578e-11
sample_134,0.999872554100725,1.46522951723121e-05,0.000112729070950864,6.45331522960348e-08
sample_135,0.00107090785119968,0.0230684922655653,0.975860599779983,1.03252266887659e-10
sample_136,0.998654936512242,0.00123995620553602,0.000105106933363586,3.48858166347232e-10
sample_137,0.976634059294241,0.000215034637870676,0.0231507454885945,1.60579293814619e-07
sample_138,0.999779047733998,0.000134165959908289,8.67854006562988e-05,9.054374018733e-10
sample_139,6.51553102176825e-05,3.19552971001257e-05,0.999902889318746,7.39359102364574e-11
sample_140,0.000787926185514536,0.000708122024962133,0.998503951659161,1.30362119124707e-10
sample_141,7.03707825435193e-07,3.46020226093908e-10,1.00650752879146e-07,0.999999195295401
sample_142,0.000170030440669851,8.5316358275435e-06,0.999821437004782,9.18720279686855e-10
sample_143,0.000135435923155299,0.999842478992716,2.20850829545051e-05,1.1743855151246e-12
sample_144,2.4439779528145e-05,0.999962042720665,1.35174992962489e-05,5.1112105851284e-13
sample_145,0.345486428858344,0.652771485919559,0.00174208489361929,3.28477724548643e-10
sample_146,3.18296986199881e-05,1.72462258801578e-08,1.24696177115511e-05,0.999955683437443
sample_147,7.02484972003351e-05,0.996182766969955,0.00374698452855963,4.28562621106835e-12
sample_148,6.5805896764549e-06,4.62102903763069e-09,6.59714892458758e-07,0.999992755074402
sample_149,0.000189146046776487,8.49969977257646e-06,0.999802353068429,1.18502183254122e-09
sample_150,0.000573131399611631,0.000113822916533694,0.99931304548153,2.02324698490989e-10
sample_151,0.0369558474196099,0.00203684310864217,0.961007306204629,3.2671189161405e-09
sample_152,7.8678165993498e-06,0.999916042282887,7.60898999724658e-05,5.41660384879308e-13
sample_153,0.999915448786444,5.48945491976388e-05,2.96557824465386e-05,8.81911799475841e-10
sample_154,5.5857925073846e-07,3.67879395769891e-10,1.0824409963426e-07,0.99999933280877
sample_155,0.997072321188018,0.000314510186244562,0.00261316060330896,8.02242878134911e-09
sample_156,0.999830506223892,0.000122830589218845,4.66625664054798e-05,6.20483701963446e-10
sample_157,0.000387892631162093,3.5875538439915e-05,0.999576231541108,2.89289511849623e-10
sample_158,0.0448390390400113,0.933703374132493,0.0214575865971112,2.30384141450283e-10
sample_159,0.966199723577906,0.000446121046577526,0.0333540926569876,6.27185292012533e-08
sample_160,0.000709142811340438,2.67443526970726e-05,0.999264111957869,8.78093996297357e-10
sample_161,9.11113560007383e-05,0.999875793763789,3.3094879373631e-05,8.36562234409442e-13
sample_162,0.0210230601885153,0.977417011000863,0.00155992875392936,5.66921796848999e-11
sample_163,0.00953372052845501,2.7738570249133e-05,0.990438230267722,3.10633574223172e-07
sample_164,0.00116832752978335,1.16605081747238e-05,0.998819998337143,1.36248985534713e-08
sample_165,0.000117319362304129,0.99821891545616,0.00166376517825162,3.28443579424588e-12
sample_166,2.16887496906932e-05,0.999718273202445,0.000260038047034877,8.29377063818664e-13
sample_167,2.362400981158e-05,8.47257396124016e-09,4.39261872850003e-06,0.999971974898886
sample_168,1.56185735918685e-05,0.999969952381912,1.44290440184316e-05,4.77298640466739e-13
sample_169,0.999925332638986,3.74595458484162e-05,3.72062112610608e-05,1.60390453239846e-09
sample_170,0.000218611607229316,0.999717686310907,6.3702080313135e-05,1.55029093548785e-12
sample_171,6.82473948553635e-05,7.50368686685981e-05,0.999856715690897,4.55793195851877e-11
sample_172,7.86953282029525e-05,0.0001229554208627,0.999798349210491,4.04428032819463e-11
sample_173,2.82548778088633e-05,0.999957893632368,1.38514893318287e-05,4.91285553411381e-13
sample_174,2.02243488895646e-05,0.999772632495391,0.00020714315498682,7.32778781155851e-13
sample_175,0.00018331218421091,0.999733032511385,8.36553029240384e-05,1.47996992374557e-12
sample_176,0.000130416720711955,9.80796373978851e-06,0.999859774976777,3.38771714984479e-10
sample_177,0.000567323830748538,0.00136559876892413,0.998067077313691,8.66363000978189e-11
sample_178,3.64037132496388e-05,0.999945733032417,1.78632538460516e-05,4.87055098774392e-13
sample_179,9.29382864700391e-06,0.999860742414,0.000129963756614925,7.38029138084914e-13
sample_180,0.9968850297907,0.00304115089202069,7.38190439313829e-05,2.7334794999485e-10
sample_181,0.0343182762588124,0.00325007257094655,0.962431648781282,2.38895926593283e-09
sample_182,0.00112399543840167,1.90098463626035e-05,0.998856991517447,3.19778895300275e-09
sample_183,0.000566187112173637,0.99937799947154,5.58134134706095e-05,2.81577703954623e-12
sample_184,0.0194782227899694,0.948054465079486,0.0324673119691945,1.61350094184601e-10
sample_185,0.000489509010855232,0.00287831777714324,0.996632173140926,7.10755106922739e-11
sample_186,0.996722298732108,0.000137317059352279,0.00314035394008409,3.02684553414701e-08
sample_187,0.157742720416928,0.0118445573058956,0.830412716938991,5.33818550438278e-09
sample_188,0.000271258765138224,8.04023451929639e-06,0.999720698637906,2.36243621778713e-09
sample_189,7.07350411305228e-06,0.99995163253025,4.12939652023659e-05,4.33985917315844e-13
sample_190,7.25021616619218e-05,0.000114706455086952,0.999812791341342,4.19092824281389e-11
sample_191,2.44272298894159e-05,0.999961309065783,1.42637039038091e-05,4.23501034652874e-13
sample_192,0.999961955688818,2.31615782649751e-05,1.48808495431169e-05,1.88337380507102e-09
sample_193,6.80050898454717e-07,3.65569260946702e-10,1.21774384364163e-07,0.999999197809148
sample_194,0.999943296229636,3.5740004988709e-05,2.09626451230017e-05,1.12025264901389e-09
sample_195,4.45595805031998e-05,0.999938489212498,1.69512064344834e-05,5.64718096046737e-13
sample_196,0.0724199629894681,0.908646708446303,0.0189333282687777,2.95451366026229e-10
sample_197,4.8651694654712e-06,2.51546272819578e-09,3.85683135253401e-07,0.999994746631937
sample_198,3.20970244496606e-05,0.999953830588724,1.40723861977138e-05,6.28719822394155e-13
sample_199,0.000182934014415176,0.991036465569569,0.00878060040778688,8.22941776882046e-12
sample_200,0.000559146445611575,0.00123074295155317,0.99821011051552,8.73149775176795e-11
sample_201,5.80645393693855e-07,3.89977490352205e-10,1.17523186801955e-07,0.999999301441442
sample_202,0.899286506836113,0.000385353746615357,0.10032787480297,2.64614300960456e-07
sample_203,7.5859265647768e-05,3.51985173256665e-05,0.999888942156594,6.04324069910696e-11
sample_204,0.0001076225253575,1.02325407675527e-05,0.999882144617376,3.1649856329711e-10
sample_205,0.01478006385933,0.984256654470949,0.00096328163037803,3.93435572222067e-11
sample_206,3.30405878042067e-06,2.29006315687769e-09,1.15550610064838e-06,0.999995538145056
sample_207,1.49326179636568e-05,4.40576671431836e-09,8.9080718864797e-07,0.999984172169081
sample_208,0.0080829237611105,0.991499227368254,0.000417848849104942,2.15309411217009e-11
sample_209,0.00547355228111918,3.54738524804178e-05,0.994490951972102,2.1894298101872e-08
sample_210,0.996161989423786,0.00375039999723749,8.76103003109548e-05,2.78665586241055e-10
sample_211,6.74634498355805e-07,4.67926965495385e-10,1.5295888854398e-07,0.999999171938686
sample_212,0.00318759016682869,0.996680619651299,0.000131790172254944,9.61729432611521e-12
sample_213,0.0994428281769765,0.00475480220771226,0.895802364147536,5.46777550995294e-09
sample_214,0.999933978253058,2.51964733822271e-05,4.08221023979918e-05,3.17116171249208e-09
sample_215,5.75326693813974e-07,3.85980503040918e-10,1.15049863855076e-07,0.999999309237462
sample_216,1.28137638437618e-05,0.999832253600495,0.000154932635049448,6.11742608376732e-13
sample_217,3.75570733381751e-05,0.998895384382663,0.00106705854208239,1.91665875770306e-12
sample_218,0.000387614541087197,0.000882311267741098,0.998730074120301,7.0870034275477e-11
sample_219,0.000258008283800311,0.00127939398702798,0.998462597677419,5.17530761559873e-11
sample_220,0.99647146217428,0.000147167033033194,0.00338134142481479,2.93678722940044e-08
sample_221,0.000566261602484435,0.987768450831565,0.0116652875510934,1.4857802765684e-11
sample_222,2.99363272338729e-05,0.999949753542952,2.03101293841006e-05,4.29956270465077e-13
sample_223,0.000165838302791033,2.96101354993113e-05,0.999804551433423,1.28286321299974e-10
sample_224,0.000317194273413589,0.00572510621980438,0.993957699450762,5.60204428289844e-11
sample_225,0.998782005364301,0.000204084879306479,0.00101390452711388,5.22927903961132e-09
sample_226,0.995045847925536,0.00483956885511821,0.000114582928153219,2.91192749152761e-10
sample_227,5.35809279883819e-06,2.09250836618611e-09,9.00180505579396e-07,0.999993739634187
sample_228,0.000223659008865163,7.96860984122871e-06,0.999768370920475,1.4608187382493e-09
sample_229,0.000106965126598974,0.997929043116564,0.00196399175343411,3.40277313901397e-12
sample_230,3.45519620652008e-05,0.999879233934851,8.6214102456178e-05,6.27519056834575e-13
sample_231,0.000346433686796711,0.99292493451904,0.00672863178474306,9.41974997763539e-12
sample_232,0.999906353971927,1.25318783185699e-05,8.10330617908394e-05,8.10879631072894e-08
sample_233,0.00188667295711403,0.00332287811316896,0.994790448745338,1.84379432703437e-10
sample_234,0.999842738229792,0.000137381099979127,1.98802782385202e-05,3.91990115098639e-10
sample_235,0.999894437208656,1.19183945671224e-05,9.33277764700453e-05,3.16620306466126e-07
sample_236,0.997062162075501,0.00282830871232788,0.000109528910720594,3.01450746543039e-10
sample_237,0.997814338232942,0.00211274496077499,7.29165293150697e-05,2.7696778198173e-10
sample_238,0.981975589113965,0.0006601950931654,0.017364195604939,2.01879311685033e-08
sample_239,0.999763870604938,0.00020936904003071,2.67600033657738e-05,3.516655379035e-10
sample_240,0.000281193419606843,1.19138056573943e-05,0.999706892101436,6.7330016578721e-10
sample_241,0.988408197274968,0.000332423232768133,0.0112593478753603,3.16169032035218e-08
sample_242,0.000205866981329212,0.000251121643293049,0.999543011316839,5.8538692162406e-11
sample_243,0.999917619387348,5.30131782730672e-05,2.93665281065522e-05,9.06271900480119e-10
sample_244,0.000187591590124811,1.42913131535259e-05,0.999798116802119,2.94602164829175e-10
sample_245,0.999929701405726,5.68463067444313e-05,1.34516285671522e-05,6.58962170668759e-10
sample_246,7.04233028587476e-07,4.22309422634059e-10,1.49132421158749e-07,0.999999146212241
sample_247,0.999377294906751,1.85122365719807e-05,0.000601141990193003,3.05086648368952e-06
sample_248,0.995074801649213,0.0001473049141686,0.00477784856437584,4.48722424004402e-08
sample_249,0.999181254786284,0.000782786765444859,3.59581742326677e-05,2.74038812881593e-10
sample_250,1.09454427511796e-05,3.29250653845613e-09,9.93868533254334e-07,0.999988057396209
sample_251,0.996414249397712,0.00350799899634098,7.7751330882974e-05,2.75064336674957e-10
sample_252,7.43903227081611e-06,0.999969414869217,2.31460982017885e-05,3.09820298860286e-13
sample_253,0.000927987132406359,1.12514757211767e-05,0.999060753210336,8.18153682150471e-09
sample_254,8.93385936092559e-05,0.999892917070659,1.77443345675127e-05,1.16456762547709e-12
sample_255,0.999874383609463,1.23130401901327e-05,0.00011271703686507,5.86313481998389e-07
sample_256,0.999812326909916,1.81137307210784e-05,0.000169502599984823,5.67593783145506e-08
sample_257,2.79216276968806e-06,1.15312987776964e-09,4.56731038834028e-07,0.999996749953062
sample_258,0.00293054751938464,7.49455281185045e-05,0.996994504859829,2.09266764413057e-09
sample_259,7.23858327125762e-06,2.63271073882012e-09,1.09811077376615e-06,0.999991660673244
sample_260,0.967718499873859,0.00794486598517017,0.0243366297722696,4.36870104660203e-09
sample_261,2.7767745749966e-05,0.999853682750364,0.000118549503246073,6.39649427306158e-13
sample_262,0.984683165019914,0.000507333391864533,0.0148094778691319,2.37190893201425e-08
sample_263,0.0276352699028677,0.000189633010420695,0.972175076993397,2.00933148532168e-08
sample_264,0.992293597647851,0.00760655832662522,9.98437320883786e-05,2.93435790523506e-10
sample_265,0.980685258364488,0.00283887051069072,0.0164758652843684,5.84045247678254e-09
sample_266,1.99502352729126e-05,0.999842236865885,0.000137812898234044,6.07942955159469e-13
sample_267,0.998974657199994,2.35714128615345e-05,0.00100008948306429,1.68190407985164e-06
sample_268,1.48046175251317e-05,0.999610529052992,0.000374666328287685,1.19546808761756e-12
sample_269,2.93068189677905e-05,8.0179302707743e-09,2.679325509817e-06,0.999968005837592
sample_270,0.99826732152378,0.00168739971064633,4.52784927219432e-05,2.7285181401728e-10
sample_271,0.999964419689743,1.33468758349028e-05,2.22226221377231e-05,1.08122839432354e-08
sample_272,0.00940701122994639,0.975127468174679,0.0154655205164658,7.8908818747322e-11
sample_273,0.00077101682828276,0.0007450637802614,0.998483919265241,1.26214618652773e-10
sample_274,0.940051128527481,0.000284135616571375,0.0596644460610839,2.89794863735239e-07
sample_275,0.0158389500040142,0.000297528045969405,0.983863516820224,5.12979288327542e-09
sample_276,4.01631396648011e-05,0.999943893239415,1.59436203773817e-05,5.42983115069807e-13
sample_277,0.000621351207065595,0.00232248514158008,0.997056163566069,8.52856651937047e-11
sample_278,0.000286208231956726,0.99748758031615,0.00222621144635076,5.54221802061527e-12
sample_279,2.80667798724723e-05,0.999791811712551,0.000180121506821717,7.54898159579922e-13
sample_280,6.72533469713393e-05,2.40572257052502e-05,0.999908689340594,8.67288534336729e-11
sample_281,0.000294338066870288,0.000831556973909316,0.998874104900145,5.9075229237206e-11
sample_282,6.31932727259911e-07,4.30821346315912e-10,1.37511402188494e-07,0.999999230125049
sample_283,0.998038170437356,3.73754391940102e-05,0.00192389331871858,5.60804731069301e-07
sample_284,0.0303337692031013,5.68499098350569e-05,0.969608802389381,5.78497682491057e-07
sample_285,4.50635513897589e-06,3.55102301199945e-09,5.5304112123704e-07,0.999994937052717
sample_286,0.999757804389792,0.000222655334471767,1.95399359127715e-05,3.39823674512783e-10
sample_287,0.999925619334059,5.21260287109684e-05,2.22538592125967e-05,7.78017142655423e-10
sample_288,0.991538329438218,0.00265685044024952,0.00580481711776831,3.0037646824497e-09
sample_289,0.000169995609446954,0.999402878232073,0.000427126156154954,2.32526077615688e-12
sample_290,6.3217873554722e-05,0.999817355358181,0.000119426767340438,9.24326785887878e-13
sample_291,0.97407343551784,0.0169512113708789,0.00897535123814244,1.87313887141534e-09
sample_292,0.022232478472995,0.0020789720327705,0.975688547557612,1.93662265873683e-09
sample_293,6.59827938286553e-05,6.96954556850669e-05,0.999864321701418,4.90677317070774e-11
sample_294,0.00188877717732135,0.985667129029532,0.0124440937644429,2.87033416334436e-11
sample_295,1.38626159271793e-06,1.02129325490645e-09,4.14296911500294e-07,0.999998198420202
sample_296,0.99994447992715,2.76891560763762e-05,2.78289975446825e-05,1.91922855455565e-09
sample_297,0.999802226772353,9.45501990285421e-05,0.000103221623069756,1.40554911216782e-09
sample_298,0.897382641590022,0.000423334131404129,0.102193803608046,2.2067052797097e-07
sample_299,0.997368377308087,0.00249820169906176,0.000133420661342813,3.31508744591444e-10
sample_300,0.002384898620362,1.42807255529007e-05,0.997600762709006,5.79450794970124e-08
sample_301,0.00152061489719371,0.991683619168711,0.00679576591376713,2.03276434068866e-11
sample_302,0.000378395234491116,8.4996787830527e-05,0.999536607822864,1.54814338420716e-10
sample_303,0.000113323023685344,1.01826734335026e-05,0.999876494020532,2.82349336139981e-10
sample_304,0.999817966653817,9.76307164153324e-05,8.44014769106309e-05,1.1528573039519e-09
sample_305,0.0158520740395917,0.98162425988645,0.00252366601778406,5.61741464246309e-11
sample_306,2.36244196393252e-05,6.71220911655133e-09,2.32606355101149e-06,0.9999740428046
sample_307,0.977240850419276,0.0223339390283242,0.000425210153865659,3.98534223696673e-10
sample_308,0.00904511921793968,0.99027408213816,0.00068079861758426,2.63165524310883e-11
sample_309,0.000805427187810686,8.52236887667734e-05,0.999109348770903,3.525192360335e-10
sample_310,0.0799712323418302,0.000755182857237642,0.919273567939432,1.6861500453185e-08
sample_311,6.7794704034149e-07,3.70368537844703e-10,1.24689845708699e-07,0.999999196992745
sample_312,0.000102253855415237,8.51440790581519e-05,0.999812602016318,4.92090711402642e-11
sample_313,0.000105529963631046,0.995799014819839,0.00409545521173077,4.79967507000453e-12
sample_314,0.999858978641778,1.35420910746455e-05,0.000127334405274612,1.44861873060819e-07
sample_315,0.000859714573055787,0.000123490312096357,0.999016794817275,2.97573157163272e-10
sample_316,1.95492611218442e-05,0.999948192807805,3.22579307014767e-05,3.71679579461718e-13
sample_317,3.58523213579151e-05,0.998545795288671,0.0014183523876504,2.32029135305116e-12
